2948,CHOS MALAL,NEUQUEN
2952,GENERAL ACHA,LA PAMPA
2953,MACACHIN,LA PAMPA
2954,SANTA ROSA (PROV.  LA PAMPA),LA PAMPA
2962,SAN JULIAN,SANTA CRUZ
2963,PERITO MORENO,SANTA CRUZ
2964,RIO GRANDE (PROV.  TIERRA DEL FUEGO),TIERRA DEL FUEGO
2965,TRELEW,CHUBUT
2966,RIO GALLEGOS,SANTA CRUZ
297,COMODORO RIVADAVIA,CHUBUT
2972,SAN MARTIN DE LOS ANDES,NEUQUEN
2982,ORENSE,BUENOS AIRES
2983,TRES ARROYOS,BUENOS AIRES
299,NEUQUEN,NEUQUEN
3327,LOPEZ CAMELO,BUENOS AIRES
3329,SAN PEDRO (PROV.  BUENOS AIRES),BUENOS AIRES
3382,RUFINO,SANTA FE
3385,LABOULAYE,CORDOBA
3387,BOUCHARD,CORDOBA
3388,GENERAL VILLEGAS,BUENOS AIRES
3400,VILLA CONSTITUCION,SANTA FE
3401,EL TREBOL,SANTA FE
3402,ARROYO SECO,SANTA FE
3404,SAN CARLOS CENTRO,SANTA FE
3405,SAN JAVIER (PROV.  SANTA FE),SANTA FE
3406,SAN JORGE (PROV.  SANTA FE),SANTA FE
3407,RAMALLO,BUENOS AIRES
3408,SAN CRISTOBAL,SANTA FE
3409,MOISES VILLE,SANTA FE
341,ROSARIO,SANTA FE
342,SANTA FE,SANTA FE
343,PARANA,ENTRE RIOS
3435,NOGOYA,ENTRE RIOS
3436,VICTORIA,ENTRE RIOS
3437,LA PAZ (PROV.  ENTRE RIOS),ENTRE RIOS
3438,BOVRIL,ENTRE RIOS
3442,CONCEPCION DEL URUGUAY,ENTRE RIOS
3444,GUALEGUAY,ENTRE RIOS
3445,ROSARIO DEL TALA,ENTRE RIOS
3446,GUALEGUAYCHU,ENTRE RIOS
3447,COLON (PROV.  ENTRE RIOS),ENTRE RIOS
345,CONCORDIA,ENTRE RIOS
3454,FEDERAL,ENTRE RIOS
3455,VILLAGUAY,ENTRE RIOS
3456,CHAJARI,ENTRE RIOS
3458,SAN JOSE DE FELICIANO,ENTRE RIOS
3460,SANTA TERESA (PROV.  SANTA FE),SANTA FE
3461,SAN NICOLAS,BUENOS AIRES
3462,VENADO TUERTO,SANTA FE
3463,CANALS,CORDOBA
3464,CASILDA,SANTA FE
3465,FIRMAT,SANTA FE
3466,BARRANCAS (PROV.  SANTA FE),SANTA FE
3467,CRUZ ALTA,CORDOBA
3468,CORRAL DE BUSTOS,CORDOBA
3469,ACEBAL,SANTA FE
3471,CAÑADA DE GOMEZ,SANTA FE
3472,MARCOS JUAREZ,CORDOBA
3476,SAN LORENZO (PROV.  SANTA FE),SANTA FE
3482,RECONQUISTA,SANTA FE
3483,VERA,SANTA FE
3487,ZARATE,BUENOS AIRES
3488,ESCOBAR,BUENOS AIRES
3489,CAMPANA,BUENOS AIRES
3491,CERES,SANTA FE
3492,RAFAELA,SANTA FE
3493,SUNCHALES,SANTA FE
3496,ESPERANZA (PROV.  SANTA FE),SANTA FE
3497,LLAMBI CAMPBELL,SANTA FE
3498,SAN JUSTO (PROV.  SANTA FE),SANTA FE
351,CORDOBA,CORDOBA
3521,DEAN FUNES,CORDOBA
3522,VILLA DE MARIA DE RIO SECO,CORDOBA
3524,VILLA DEL TOTORAL,CORDOBA
3525,JESUS MARIA,CORDOBA
353,VILLA MARIA,CORDOBA
3532,OLIVA,CORDOBA
3533,LAS VARILLAS,CORDOBA
3534,BELL VILLE,CORDOBA
3541,VILLA CARLOS PAZ,CORDOBA
3542,SALSACATE,CORDOBA
3543,ARGÜELLO,CORDOBA
3544,VILLA DOLORES,CORDOBA
3546,SANTA ROSA DE CALAMUCHITA,CORDOBA
3547,ALTA GRACIA,CORDOBA
3548,LA FALDA,CORDOBA
3549,CRUZ DEL EJE,CORDOBA
3562,MORTEROS,CORDOBA
3563,BALNEARIA,CORDOBA
3564,SAN FRANCISCO (PROV. CORDOBA),CORDOBA
3571,RIO TERCERO,CORDOBA
3572,RIO SEGUNDO,CORDOBA
3573,VILLA DEL ROSARIO (PROV.  CORDOBA),CORDOBA
3574,RIO PRIMERO,CORDOBA
3575,LA PUERTA (PROV.  CORDOBA),CORDOBA
3576,ARROYITO (PROV.  CORDOBA),CORDOBA
358,RIO CUARTO,CORDOBA
3582,SAMPACHO,CORDOBA
3583,VICUÑA MACKENNA,CORDOBA
3584,LA CARLOTA,CORDOBA
3585,ADELIA MARIA,CORDOBA
3711,INGENIERO GUILLERMO N. JUAREZ,FORMOSA
3715,LAS LOMITAS,FORMOSA
3716,IBARRETA,FORMOSA
3717,FORMOSA,FORMOSA
3718,CLORINDA,FORMOSA
3721,CHARADAI,CHACO
3722,RESISTENCIA,CHACO
3725,GENERAL JOSE DE SAN MARTIN,CHACO
3731,CHARATA,CHACO
3732,PRESIDENCIA ROQUE SAENZ PEÑA,CHACO
3734,PRESIDENCIA DE LA PLAZA,CHACO
3735,VILLA ANGELA,CHACO
3741,BERNARDO DE IRIGOYEN,MISIONES
3743,PUERTO RICO,MISIONES
3751,ELDORADO,MISIONES
3752,POSADAS,MISIONES
3754,LEANDRO N. ALEM (PROV.  MISIONES),MISIONES
3755,OBERA,MISIONES
3756,SANTO TOME,CORRIENTES
3757,PUERTO IGUAZU,MISIONES
3758,APOSTOLES,MISIONES
3772,PASO DE LOS LIBRES,CORRIENTES
3773,MERCEDES (PROV.  CORRIENTES),CORRIENTES
3774,CURUZU CUATIA,CORRIENTES
3775,MONTE CASEROS,CORRIENTES
3777,GOYA,CORRIENTES
3781,CAA CATI,CORRIENTES
3782,SALADAS,CORRIENTES
3783,CORRIENTES,CORRIENTES
3786,ITUZAINGO,CORRIENTES
381,SAN MIGUEL DE TUCUMAN,TUCUMAN
3821,CHEPES,LA RIOJA
3822,LA RIOJA,LA RIOJA
3825,CHILECITO,LA RIOJA
3826,CHAMICAL,LA RIOJA
3827,AIMOGASTA,LA RIOJA
3832,RECREO (PROV.  CATAMARCA),CATAMARCA
3833,CATAMARCA,CATAMARCA
3835,ANDALGALA,CATAMARCA
3837,TINOGASTA,CATAMARCA
3838,SANTA MARIA (PROV.  CATAMARCA),CATAMARCA
3841,MONTE QUEMADO,SANTIAGO DEL ESTERO
3843,QUIMILI,SANTIAGO DEL ESTERO
3844,AÑATUYA,SANTIAGO DEL ESTERO
3845,LORETO,SANTIAGO DEL ESTERO
3846,TINTINA,SANTIAGO DEL ESTERO
385,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO
3854,FRIAS,SANTIAGO DEL ESTERO
3855,SUNCHO CORRAL,SANTIAGO DEL ESTERO
3856,OJO DE AGUA (SANTIAGO DEL ESTERO),SANTIAGO DEL ESTERO
3857,BANDERA,SANTIAGO DEL ESTERO
3858,TERMAS DE RIO HONDO,SANTIAGO DEL ESTERO
3861,NUEVA ESPERANZA,SANTIAGO DEL ESTERO
3862,TRANCAS,TUCUMAN
3863,MONTEROS,TUCUMAN
3865,CONCEPCION (PROV. TUCUMAN),TUCUMAN
3867,TAFI DEL VALLE,TUCUMAN
3868,CAFAYATE,SALTA
3869,RANCHILLOS,TUCUMAN
387,SALTA,SALTA
3875,TARTAGAL (PROV.  SALTA),SALTA
3876,METAN,SALTA
3877,JOAQUIN V. GONZALEZ,SALTA
3878,ORAN,SALTA
388,SAN SALVADOR DE JUJUY,JUJUY
3884,SAN PEDRO (PROV.  JUJUY),JUJUY
3885,LA QUIACA,JUJUY
3886,LIBERTADOR GENERAL SAN MARTIN,JUJUY
3887,HUMAHUACA,JUJUY
3891,LA MADRID,TUCUMAN
3892,AMAICHA DEL VALLE,TUCUMAN
3894,BURRUYACU,TUCUMAN
